group	ASD	control	control	ASD	ASD	ASD	ASD	control	ASD	control	control	ASD	ASD	ASD	control
sample	DBYX1FB	DBYX2FB	GCRFB	GJCFB	LQYFB	LXRFB	LYSFB	STFB	TZYFB	XSYFB	YCZFB	ZSXFB	ZYYFB	ZZRFB	ZZXFB
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.47111	0.1963	0.0	0.0	0.0	0.0261	0.29843	0.00329	0.09832	0.0	0.0	0.01404	0.07059	0.05813	0.15744
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.34001	0.0	0.01556	0.0	0.007	0.00312	0.03698	0.05941	0.3847	0.0	0.0	0.03145	0.09436	0.0815	0.19193
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.31091	0.02951	0.37566	0.0	0.09484	5.75042	0.00374	0.45849	0.30151	0.05851	0.01933	0.63262	0.13622	0.16384	0.00409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter	0.29506	0.79363	0.09238	0.04535	0.67944	0.49124	0.05977	0.0	0.85812	0.13236	0.05369	0.2654	0.01758	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora	0.22235	0.76086	0.00065	0.12191	0.37285	0.01121	0.79061	0.01562	0.01465	0.0	0.0	0.2293	0.0	0.0	0.32441
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.18574	0.07505	0.0	0.0187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	0.18372	0.00059	0.0	0.0	0.37019	0.15827	0.0	0.0	0.01001	0.00195	0.0	0.17492	0.13148	0.0	0.05512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibionibacter	0.16676	0.44548	0.56031	0.11167	0.82634	0.56423	0.0	0.12399	0.09008	0.52831	0.30614	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.16085	0.0	0.28254	0.0	0.40335	0.0	0.0	0.76486	0.58651	0.07374	0.10532	0.0	0.0	0.0	1.85859
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	0.15889	0.00911	0.31201	0.0	0.0606	1.55799	0.0	0.0	0.01297	0.09024	2.95873	0.52925	0.04669	0.00609	0.06782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor	0.1401	0.06796	0.38924	0.01887	0.00642	0.14578	0.39291	0.03157	0.35223	0.0	0.0	0.14364	0.04465	0.01281	0.2659
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.13413	0.02699	0.0	0.0	0.0	0.01095	0.17064	0.0	0.03666	0.01501	0.0	0.15737	0.00166	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia	0.13109	0.15798	0.16745	0.07038	0.29317	0.93261	0.0	0.4454	0.00834	0.8757	0.52748	0.0	0.12701	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	0.12602	0.0	0.11347	0.05608	0.05495	0.05249	0.0944	0.0	0.02911	0.0072	0.0	0.04001	0.0	0.00506	0.00651
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.11366	0.0	0.0	0.49185	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.00249	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456	0.10819	0.56434	0.28847	0.02743	0.16397	0.18669	0.0	1.0226	0.00462	0.02905	0.04945	0.0	0.00719	0.0	0.01237
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter	0.09984	0.04263	0.15393	0.22724	0.16867	0.28357	0.29872	0.03084	0.0	0.00985	0.0423	0.20107	0.01109	0.0	0.04456
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella	0.0765	0.0	0.00842	0.0	0.0	0.02567	0.0	0.28122	0.01691	0.00342	0.0	0.00622	0.00354	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3463	0.07053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter	0.06911	0.75663	0.01057	0.0	0.06469	0.00137	0.09273	0.0248	0.0	0.13642	0.00114	0.0	0.0	0.0	0.16636
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.0685	0.75046	0.00364	0.0086	0.03862	0.0746	0.00881	0.0	0.0	1.41236	0.09531	0.09878	0.0	0.04051	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	0.06696	0.20602	0.0	0.08046	0.02392	1.39677	0.00554	0.0524	0.02217	0.03392	0.06199	0.0098	0.4132	0.00399	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.06543	0.03337	0.18028	0.0022	0.25184	0.0468	0.00116	0.05235	0.0	0.0	0.02734	0.20033	0.0	0.0	0.22067
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.06026	0.03414	0.00149	0.0	0.002	0.0	0.11499	0.00848	0.55706	0.0	0.0	0.00547	0.0	0.0	0.15413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus	0.05892	1.17754	1.9666	0.1441	3.00932	0.43484	0.86268	0.82554	0.0	3.49318	1.23899	0.0	0.0	0.40536	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.05551	0.00111	0.0	0.0	0.0	0.00082	0.0	0.04838	0.03701	0.0	0.0	0.0	0.00505	0.02937	0.01969
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella	0.04254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08785	0.0	0.0	0.0	0.0	0.08927	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Extibacter	0.03611	0.0	0.0	0.0	0.0	0.0	0.0	0.02377	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	0.03182	0.07623	0.03572	0.0	0.00651	0.0159	0.0	0.13419	0.0	0.00215	0.0	0.0232	0.2153	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	0.03178	0.00255	0.05274	0.00828	0.18121	0.10244	0.01957	0.04214	0.01671	0.0	0.1957	0.21222	0.00217	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter	0.02825	1.38374	0.0	0.04159	0.74607	0.0	0.0	0.06454	0.0	0.0	0.17836	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	0.02241	0.0	0.0	0.00429	0.0	0.49842	0.0	0.00364	0.01907	0.0	0.0	0.00401	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified	0.01867	0.8583	0.0	0.0053	0.39921	9.21726	0.02153	0.01504	0.0	0.13612	0.07759	2.17419	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium	0.01797	0.06068	0.14154	0.07825	0.04621	0.13636	0.0	0.00547	0.00435	0.05128	0.03158	0.06199	0.00186	0.0	0.00247
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.01485	0.21312	3.74099	4.48602	4.94696	3.58321	7.83736	5.6986	1.55963	0.43646	2.25142	3.14699	7.5827	8.08953	10.35981
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653	0.01262	0.01771	0.0	0.00662	0.0	0.0	0.0	0.0194	0.0	0.0	0.12996	0.06367	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter	0.0125	0.01099	0.01185	0.00354	0.0053	0.07638	0.0	0.00401	0.0104	0.01444	0.00315	0.01727	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994	0.01114	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0594	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.01041	0.00826	0.0	0.0	0.00305	0.09017	0.0	0.17988	0.0	0.0	0.01388	0.00944	0.00069	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogeniiclostidium	0.00904	0.0	0.0	0.0	0.0	0.02399	0.0	0.0	0.00013	0.0	0.0	0.0	0.0024	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	0.00875	0.03846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08363	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera	0.00847	0.06632	0.0	0.0	0.00396	0.00076	0.03462	0.0	0.0	0.04042	0.00166	0.00414	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	0.00791	0.01757	0.07524	0.00681	0.06524	0.0	0.0	0.00067	0.00136	0.08352	0.04839	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor	0.00732	0.00371	0.0	0.0	0.0	0.00236	0.0016	0.003	0.00652	0.0	0.0	0.00078	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0.00576	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.03838	0.01018	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	0.00369	0.01447	0.0	0.0	0.0	0.0	0.0	0.00535	0.0	0.0	0.0	0.0	0.0	0.0	0.02967
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor	0.0027	0.01009	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.02235	0.00231	0.00104	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena	0.00235	0.07044	0.0	0.48907	2.04711	0.0	0.0	0.0	0.0	0.00878	0.12569	0.70047	0.0092	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00973	0.00116	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746	0.00215	0.07821	0.0	0.01567	0.09743	0.02486	0.98517	0.00249	0.212	0.00981	0.0	1.31045	0.0	0.62106	0.2757
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.00159	0.0	0.0	0.16684	0.28798	0.0	0.0	0.01219	0.0584	0.0	0.08828	0.32005	0.0	0.0	0.68945
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4723	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.00103	0.18668	0.00123	0.0	0.0	0.00971	0.0	0.04759	0.07767	0.0694	0.00693	0.0	0.0184	0.02725	0.13141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699	0.00083	0.00064	0.03416	0.01133	0.04639	0.0027	0.0	0.02265	0.0	0.06015	0.01743	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.0	0.0	0.00074
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	18.23223	0.0	0.0	0.0	0.0	0.1389	0.0	0.0	0.0	0.35021	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	11.21813	5.26265	2.09555	0.22025	2.61817	2.69788	1.88275	13.41798	22.26263	11.17096	5.89662	3.47407	13.04223	9.14866	3.51892
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	8.87943	13.62025	7.29074	1.53835	6.65895	0.0	0.10912	8.32013	0.78324	11.6678	2.91022	5.44363	18.26797	0.0	2.09693
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	7.96226	10.45911	3.11424	0.09735	7.38532	7.03291	4.47127	7.90182	4.0637	11.32155	6.22522	3.23327	0.89846	2.43795	1.26186
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	4.91964	0.69312	0.06571	0.0	0.06466	0.06945	4.29817	0.0	0.99801	0.55076	0.02248	0.12704	0.0	0.39145	0.68192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	4.42209	0.0	6.69201	0.79429	0.0	2.79508	13.58805	0.0	5.61919	0.0	2.49972	1.52068	0.65976	0.0	7.37775
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	4.19938	0.02911	0.69969	0.0	2.67708	0.0	1.46467	10.5032	1.65802	0.0	0.02948	0.92282	0.00124	0.0	0.68387
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus	2.40783	0.10249	0.00166	0.0	0.0	0.0941	0.06139	0.0069	0.27825	0.04317	0.0	0.05225	0.31285	0.443	7.70561
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii	2.2961	0.0	1.68751	0.04572	3.40941	0.94165	0.0	3.55328	0.86828	0.0	2.86256	3.78964	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	2.21667	2.20129	0.00409	0.0114	0.51315	0.21488	0.0	0.0249	9.14207	0.52359	0.03083	3.06992	0.0	2.75537	9.10702
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	2.19389	0.13378	11.35927	0.65718	1.05147	7.14816	4.42065	1.95876	0.0	0.47366	5.63552	4.11277	0.0	0.0	0.7138
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	1.98297	0.0	0.03244	0.35115	0.00275	1.19226	0.0	0.87172	0.0	0.0	0.0	0.0	0.01071	7.73352	0.00144
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_massiliensis	1.54003	0.27982	0.0	0.0	0.30474	2.36215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	1.42551	2.2281	1.15666	0.93671	1.21808	0.73452	1.0423	2.73919	5.39488	1.40595	0.98369	0.92921	1.99174	5.70341	4.26889
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii	1.41592	2.01877	0.44869	0.21822	2.74258	0.86033	0.3408	0.00614	0.0	2.55289	2.17468	1.43993	0.0	1.3419	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	1.32191	0.06498	0.0	0.0	0.50466	0.00913	0.42861	0.06801	1.10532	0.04097	0.0	0.05987	0.06147	0.0	0.01482
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	1.32007	0.80403	0.12146	0.13634	0.56506	0.67298	1.30151	1.49904	0.10021	0.78443	0.72218	0.36237	3.87317	2.03343	0.23284
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	1.30184	0.16077	0.0	5.86002	2.03449	0.0	0.0	0.0	0.0	0.06343	0.36501	1.92387	0.27625	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	1.18675	0.29751	0.0	0.05847	0.23408	0.0	0.0	0.0	0.0	0.59212	0.51513	0.0	0.0219	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	1.1084	0.29099	3.64544	0.47922	0.11805	0.0	0.62718	0.0	0.0	0.01582	0.09895	2.33226	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	1.1014	6.71532	0.47592	0.29962	1.41118	1.17187	0.098	0.47082	1.26536	2.22853	0.3044	0.36195	5.29893	1.88414	0.5151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	1.08137	5.08081	1.49712	0.8465	2.47245	1.09464	3.84092	6.40948	2.4628	4.32177	1.07079	1.35825	0.0	7.08527	6.17171
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.95131	0.2586	0.03432	0.2588	2.78532	0.0	0.0	1.12922	0.0	0.63361	5.13175	1.23499	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.89525	0.15807	0.64748	0.50124	0.12355	0.0	0.0	1.79059	0.0	0.01595	0.27938	1.12623	0.07783	0.0	0.11858
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	0.85217	0.19618	0.2655	0.08923	0.52184	0.00406	0.15169	0.02461	7.1157	2.72555	1.42544	0.03496	2.45025	0.29281	0.62191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.8518	0.12692	0.28528	0.27761	0.31466	0.0201	0.02375	0.62948	1.81366	0.81779	0.11708	0.51206	0.0	0.0	0.37485
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.79667	2.22057	0.62225	0.20369	1.73909	0.0	0.10869	0.0	1.22617	0.93122	8.85255	0.44578	5.40381	0.0	5.49317
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3278|s__GGB3278_SGB4328	0.7755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52744	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	0.73093	0.01877	0.02823	0.0	0.06417	0.211	0.0	0.10417	0.02279	0.00887	0.0	0.04153	0.03533	0.0	0.00394
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0.70648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.5807	0.05896	1.15513	1.47272	0.23944	0.0	0.0	0.23353	0.0	0.05585	2.29655	0.73869	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.5498	0.07273	1.77675	0.73474	1.23423	0.33737	0.53122	1.76637	0.0	0.06324	0.25404	0.50535	0.06327	0.0	0.9955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum	0.48426	0.47898	0.17988	0.39771	0.19456	0.01703	1.27715	0.00549	0.52151	0.0	0.0307	0.30636	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615	0.47556	1.31357	0.15402	0.34345	0.75671	0.02367	0.40429	0.97055	0.4326	0.14501	0.00412	1.23351	0.0	0.0	1.06738
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH	0.46799	0.0272	0.0	0.41999	0.0564	0.76123	0.133	0.00572	0.0	0.00453	0.41287	0.80362	0.0	0.13145	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp_NSJ_43	0.4356	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.00506	0.32298	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.39466	0.14357	0.0	0.0	0.0	0.0261	0.18335	0.0	0.00729	0.0	0.0	0.0	0.06831	0.05189	0.00477
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.34001	0.0	0.01556	0.0	0.0	0.00312	0.0	0.05941	0.3847	0.0	0.0	0.03145	0.09436	0.0671	0.19193
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0.33626	0.0	0.0	0.46343	0.0	0.0	0.0	0.0	0.0	0.0	0.15187	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.31091	0.02951	0.37566	0.0	0.09484	5.29282	0.00374	0.45849	0.30151	0.05851	0.01933	0.63262	0.13622	0.16384	0.00409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii	0.29956	0.01425	1.07323	0.2921	0.07907	0.0	0.02226	1.70176	0.0	0.05963	0.48413	0.0	2.04107	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0.29506	0.79363	0.09238	0.04535	0.67944	0.49124	0.05977	0.0	0.85812	0.13236	0.05369	0.2654	0.01758	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina	0.22235	0.08613	0.00065	0.06057	0.00938	0.01121	0.79061	0.01562	0.01465	0.0	0.0	0.2293	0.0	0.0	0.32441
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	0.21114	0.0	0.01615	0.04299	0.01541	0.03225	0.21573	0.0046	0.10334	0.0	0.0	0.00383	0.0	0.0	0.00132
